Patente;Latitud;Longitud;Tiempogps;Ruta;Velocidad;Ignición
CJRY-14;-33.3876877;-70.6218796;201709120001.25;BTS 00I;0.0;SI
ZB-6717;-33.3801994;-70.6377335;201709120001.25;T101 00I;0.0;SI
CJRH-88;-33.3756409;-70.5246353;201709120001.25;T405 00R;36.86;SI
BBZV-77;-33.388485;-70.6204605;201709120001.25;BTS 00I;0.0;SI
BJFG-46;-33.3886604;-70.6221161;201709120001.25;BTS 00I;0.0;SI
CRBJ-36;-33.3881378;-70.6223831;201709120001.26;BTS 00I;0.0;SI
FLXR-96;-33.4044113;-70.5371017;201709120001.26;B52 00I;61.86;SI
ZB-6988;-33.4035034;-70.7314148;201709120001.26;T101 C0 00R;0.0;SI
WC-1732;-33.3794098;-70.6343155;201709120001.27;T2TS 00I;17.96;SI
WA-8073;-33.3803062;-70.6333618;201709120001.27;T208 00R;0.0;SI
FLXC-26;-33.3939056;-70.5453033;201709120001.27;T426 00R;0.0;SI
CJRY-23;-33.3886871;-70.6220627;201709120001.27;BTS 00I;0.0;SI
CJJW-60;-33.3873825;-70.6223831;201709120001.28;BTS 00I;0.0;SI
CJRK-65;-33.3875351;-70.6218948;201709120001.28;BTS 00I;0.0;SI
FLXB-52;-33.3840027;-70.6623764;201709120001.28;B27 00R;46.86;SI
BFKB-46;-33.379158;-70.6370697;201709120001.28;T2TS 00I;0.0;SI
ZU-6001;-33.3802299;-70.6339645;201709120001.28;T208 00R;0.0;SI
CJRJ-50;-33.3902512;-70.5725708;201709120001.29;T405 00R;30.93;SI
ZU-6511;-33.4033813;-70.7317886;201709120001.29;T110 00R;0.0;SI
CJRG-11;-33.3806496;-70.6364059;201709120001.29;T107 00R;0.0;SI
FZJL-67;-33.401062;-70.5272522;201709120001.29;B52 00R;37.97;SI
ZN-3994;-33.4028778;-70.7319717;201709120001.29;T1TS 00I;0.0;SI
CJRY-29;-33.3885307;-70.6205139;201709120001.29;BTS 00I;0.0;SI
CJRK-35;-33.3879585;-70.6216888;201709120001.29;BTS 00I;0.0;SI
FZJL-71;-33.4046974;-70.5860977;201709120001.3;BTS 00I;31.85;SI
ZN-5391;-33.3801041;-70.6345291;201709120001.3;T2TS 00I;0.0;SI
MZ-8072;-33.3935204;-70.6087723;201709120001.3;BTS 00I;45.93;SI
CJRC-99;-33.3785629;-70.7509689;201709120001.3;BTS 00I;87.97;SI
CRXW-96;-33.3885422;-70.6218643;201709120001.3;BTS 00I;0.0;SI
BDWL-40;-33.3798904;-70.6350174;201709120001.31;T225 00I;0.0;SI
CJRR-86;-33.3885117;-70.6224747;201709120001.31;BTS 00I;0.0;SI
CRCB-14;-33.3875618;-70.6222153;201709120001.32;B14 00R;0.0;SI
MZ-9824;-33.3874168;-70.6222534;201709120001.32;BTS 00I;0.0;SI
BFKB-44;-33.3798943;-70.6342087;201709120001.32;T2TS 00I;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120001.32;BTS 00I;0.0;SI
CJRT-71;-33.4038315;-70.5868073;201709120001.33;BTS 00I;0.0;SI
CJRD-99;-33.3943405;-70.7587814;201709120001.33;BTS 00I;0.0;SI
FZJL-54;-33.387928;-70.6222229;201709120001.33;BTS 00I;0.0;SI
BJFG-20;-33.3883324;-70.6200714;201709120001.33;BTS 00I;0.0;SI
MZ-9906;-33.396595;-70.5923004;201709120001.33;B53 00R;33.89;SI
FLXB-68;-33.3840065;-70.6622925;201709120001.33;B27 00R;48.89;SI
CJRR-10;-33.3880234;-70.6227112;201709120001.34;BTS 00I;4.82;SI
BFKB-37;-33.3800049;-70.6331787;201709120001.35;T2TS 00I;0.0;SI
CJRK-68;-33.3874817;-70.6219711;201709120001.35;BTS 00I;0.0;SI
CJRK-81;-33.3874817;-70.6223221;201709120001.35;BTS 00I;0.0;SI
ZN-5557;-33.3793221;-70.6351929;201709120001.35;T216 00I;6.85;SI
BJFV-65;-33.3800888;-70.6369324;201709120001.35;T107 00R;0.0;SI
FLXJ-80;-33.3995018;-70.5073547;201709120001.35;T421 00I;0.0;SI
CJRT-41;-33.3894882;-70.5483017;201709120001.36;B71 00I;24.82;SI
ZN-6275;-33.3796196;-70.634407;201709120001.36;T2TS 00I;0.0;SI
MZ-9907;-33.3874435;-70.6222382;201709120001.36;BTS 00I;0.0;SI
CRXZ-75;-33.3877296;-70.6222763;201709120001.36;BTS 00I;12.96;SI
BJFG-57;-33.3885498;-70.6223831;201709120001.36;BTS 00I;0.0;SI
CJRC-36;-33.375515;-70.6477051;201709120001.37;B02 00R;0.0;SI
CJRR-74;-33.3880081;-70.6220932;201709120001.37;BTS 00I;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120001.37;BTS 00I;0.0;SI
WA-8084;-33.3794899;-70.6353912;201709120001.37;T2TS 00I;0.0;SI
CJRJ-47;-33.4079666;-70.556221;201709120001.37;T4TS 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120001.37;BTS 00I;0.0;SI
FLXH-51;-33.399498;-70.5071564;201709120001.38;T421 00I;0.0;SI
FLXB-23;-33.3768272;-70.656662;201709120001.38;BTS 00I;0.0;SI
FLXT-89;-33.39674;-70.5026016;201709120001.38;B52 00I;0.0;SI
CRBW-31;-33.3880157;-70.6223755;201709120001.38;BTS 00I;15.93;SI
MY-8859;-33.3885117;-70.6222534;201709120001.38;BTS 00I;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120001.38;BTS 00I;0.0;SI
FLXS-40;-33.3966103;-70.6192169;201709120001.38;F94 00I;71.86;SI
WA-8081;-33.379982;-70.6332703;201709120001.38;T2TS 00I;0.0;SI
MY-3914;-33.3868904;-70.6010437;201709120001.39;B57 00R;0.0;SI
MY-3920;-33.3878212;-70.6217194;201709120001.39;BTS 00I;0.0;SI
CJRC-97;-33.3769112;-70.7490234;201709120001.39;BTS 00I;42.97;SI
BDWL-44;-33.3798523;-70.6365128;201709120001.39;T225 00I;0.0;SI
CJRV-45;-33.3755798;-70.5537643;201709120001.39;T4TS 00I;77.97;SI
BDWL-39;-33.3800774;-70.6351624;201709120001.4;T2TS 00I;0.0;SI
ZN-5436;-33.3806114;-70.6364975;201709120001.4;T1TS 00I;14.82;SI
ZN-5758;-33.4033318;-70.7318573;201709120001.4;T128 00R;0.0;SI
ZN-6326;-33.3796082;-70.6365051;201709120001.4;T2TS 00I;0.0;SI
CJRF-41;-33.3754387;-70.6473389;201709120001.41;B02 00I;0.0;SI
BFKB-45;-33.379631;-70.6372452;201709120001.41;T2TS 00I;0.0;SI
CJRX-12;-33.4088402;-70.5671463;201709120001.42;T406 00I;27.97;SI
CJRJ-81;-33.3760147;-70.5256119;201709120001.42;T405 00R;0.0;SI
FLXB-32;-33.375576;-70.6473541;201709120001.43;BTS 00I;0.0;SI
CJRY-16;-33.3875427;-70.6220856;201709120001.43;BTS 00I;0.0;SI
CJRK-71;-33.3945465;-70.621315;201709120001.43;BTS 00I;0.0;SI
BJFG-27;-33.3885918;-70.6222687;201709120001.43;BTS 00I;0.0;SI
FLXS-61;-33.4052925;-70.6241226;201709120001.44;F94 00I;0.0;SI
MY-3918;-33.3870468;-70.6009979;201709120001.44;B57 00R;0.0;SI
BJFF-26;-33.3796234;-70.6341782;201709120001.44;T2TS 00I;0.0;SI
BFKB-51;-33.3883018;-70.6206589;201709120001.44;BTS 00I;0.0;SI
MX-4326;-33.3885498;-70.6204147;201709120001.45;B22 00R;0.0;SI
MZ-9900;-33.3883247;-70.6206818;201709120001.45;BTS 00I;0.0;SI
WB-1022;-33.3796539;-70.6340714;201709120001.45;;0.0;SI
CJRS-27;-33.3879585;-70.6221313;201709120001.45;BTS 00I;0.0;SI
CJRX-27;-33.3767166;-70.5388947;201709120001.45;BTS 00I;59.82;SI
CJRF-38;-33.375351;-70.6473999;201709120001.45;BTS 00I;2.96;SI
CJRC-67;-33.3755951;-70.6470795;201709120001.46;B01 00I;0.0;SI
MY-8862;-33.3875618;-70.6221542;201709120001.47;BTS 00I;0.0;SI
CJRR-18;-33.3918915;-70.5473633;201709120001.47;B53 00I;18.89;SI
BDXS-72;-33.3868904;-70.6010742;201709120001.47;BTS 00I;0.0;SI
FZJS-98;-33.387825;-70.5972214;201709120001.48;BTS 00I;55.93;SI
WA-8050;-33.3793907;-70.6349869;201709120001.48;T206 E0 00R;0.0;SI
CJRR-23;-33.3875961;-70.621994;201709120001.48;BTS 00I;0.0;SI
BJFF-74;-33.3798599;-70.6333084;201709120001.48;T2TS 00I;0.0;SI
CJRR-87;-33.3874435;-70.6225128;201709120001.49;BTS 00I;0.0;SI
CJRB-89;-33.394825;-70.7600327;201709120001.49;BTS 00I;0.0;SI
CJRH-33;-33.4079552;-70.5561676;201709120001.5;T423 00R;16.85;SI
CRXZ-73;-33.3874779;-70.6220169;201709120001.5;BTS 00I;0.0;SI
BJFF-66;-33.3795319;-70.6347046;201709120001.5;T2TS 00I;0.0;SI
CJRS-10;-33.3882904;-70.5978165;201709120001.51;BTS 00I;49.82;SI
FZJL-65;-33.3875542;-70.622551;201709120001.51;BTS 00I;0.0;SI
FLXR-95;-33.3874664;-70.6221085;201709120001.51;BTS 00I;0.0;SI
FLXS-41;-33.3950043;-70.622612;201709120001.51;F94 00I;80.93;SI
MY-3919;-33.3913383;-70.6216812;201709120001.52;B57 00R;0.0;SI
BFKB-29;-33.3883057;-70.6221085;201709120001.52;BTS 00I;0.0;SI
ZN-6599;-33.3800735;-70.6337128;201709120001.52;T2TS 00I;0.0;SI
FLXS-45;-33.4053764;-70.624176;201709120001.52;F52 00I;0.0;SI
CJRC-89;-33.3942566;-70.7593765;201709120001.53;B03 00R;0.0;SI
BJFG-48;-33.3884201;-70.6207733;201709120001.53;BTS 00I;0.0;SI
MX-4324;-33.3883171;-70.6221695;201709120001.53;BTS 00I;0.0;SI
ZN-6009;-33.4032516;-70.7318954;201709120001.53;T120 00R;0.0;SI
FLXS-58;-33.4052849;-70.6240616;201709120001.53;F52 00I;0.0;SI
FLXB-59;-33.3755417;-70.647049;201709120001.54;BTS 00I;0.0;SI
CJRS-54;-33.4015274;-70.5551987;201709120001.54;T406 00R;33.89;SI
CJRH-88;-33.3759422;-70.5254135;201709120001.55;T405 00R;0.0;SI
BJFG-46;-33.3886604;-70.6221161;201709120001.55;BTS 00I;0.0;SI
CJRY-14;-33.3876877;-70.6218796;201709120001.55;BTS 00I;0.0;SI
ZB-6717;-33.3801994;-70.6377335;201709120001.55;T101 00I;0.0;SI
BBZV-77;-33.388485;-70.6204605;201709120001.55;BTS 00I;0.0;SI
CRBJ-36;-33.3881378;-70.6223831;201709120001.56;BTS 00I;0.0;SI
ZB-6988;-33.4035034;-70.7314148;201709120001.56;T101 C0 00R;0.0;SI
FLXR-96;-33.4059067;-70.5425949;201709120001.56;B52 00I;61.86;SI
WA-8073;-33.3803062;-70.6333618;201709120001.57;T208 00R;0.0;SI
FLXC-26;-33.3950691;-70.5480499;201709120001.57;T426 00R;51.86;SI
CJRY-23;-33.3886871;-70.6220627;201709120001.57;BTS 00I;0.0;SI
WC-1732;-33.3793144;-70.6356354;201709120001.57;T2TS 00I;7.96;SI
CJJW-60;-33.3873825;-70.6223831;201709120001.58;BTS 00I;0.0;SI
CJRK-65;-33.3877106;-70.6216812;201709120001.58;BTS 00I;0.0;SI
FLXB-52;-33.3841248;-70.6604919;201709120001.58;B27 00R;35.93;SI
BFKB-46;-33.379158;-70.6370697;201709120001.58;T2TS 00I;0.0;SI
ZU-6001;-33.3802299;-70.6339645;201709120001.58;T208 00R;0.0;SI
CJRY-29;-33.3885307;-70.6205139;201709120001.59;BTS 00I;0.0;SI
FZJL-67;-33.4012909;-70.5239563;201709120001.59;B52 00R;35.93;SI
ZU-6511;-33.4033813;-70.7317886;201709120001.59;T110 00R;0.0;SI
CJRK-35;-33.3879585;-70.6216888;201709120001.59;BTS 00I;0.0;SI
CJRJ-50;-33.3921509;-70.5752487;201709120001.59;T405 00R;48.89;SI
ZN-3994;-33.4028778;-70.7319717;201709120001.59;T1TS 00I;0.0;SI
ZN-5391;-33.3801117;-70.6342773;201709120002.0;T2TS 00I;9.82;SI
CJRC-99;-33.3832436;-70.7565079;201709120002.0;BTS 00I;87.97;SI
MZ-8072;-33.3961525;-70.6111679;201709120002.0;BTS 00I;46.86;SI
CRXW-96;-33.3885422;-70.6218643;201709120002.0;BTS 00I;0.0;SI
FZJL-71;-33.4024963;-70.5866089;201709120002.0;BTS 00I;23.89;SI
BDWL-40;-33.3798904;-70.6350174;201709120002.01;T225 00I;0.0;SI
CJRR-86;-33.3885117;-70.6224747;201709120002.01;BTS 00I;0.0;SI
CRCB-14;-33.3875618;-70.6222153;201709120002.02;B14 00R;0.0;SI
MZ-9824;-33.3874168;-70.6222534;201709120002.02;BTS 00I;0.0;SI
BFKB-44;-33.3798943;-70.6342087;201709120002.02;T2TS 00I;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120002.02;BTS 00I;0.0;SI
CJRD-99;-33.3943405;-70.7587814;201709120002.03;BTS 00I;0.0;SI
MZ-9906;-33.3986092;-70.5927582;201709120002.03;B53 00R;32.97;SI
FLXB-68;-33.3841362;-70.6602402;201709120002.03;B27 00R;41.86;SI
FZJL-54;-33.387928;-70.6222229;201709120002.03;BTS 00I;0.0;SI
CJRT-71;-33.4038315;-70.5868073;201709120002.03;BTS 00I;0.0;SI
BJFG-20;-33.3883324;-70.6200714;201709120002.03;BTS 00I;0.0;SI
CJRR-10;-33.3876686;-70.6226349;201709120002.04;BTS 00I;0.0;SI
FLXJ-80;-33.3995056;-70.5069733;201709120002.05;T421 00R;0.0;SI
ZN-5557;-33.3794174;-70.6364517;201709120002.05;T216 00I;20.93;SI
BJFV-65;-33.3800888;-70.6369324;201709120002.05;T107 00R;0.0;SI
CJRK-81;-33.3874817;-70.6223221;201709120002.05;BTS 00I;0.0;SI
CJRK-68;-33.3874817;-70.6219711;201709120002.05;BTS 00I;0.0;SI
BFKB-37;-33.3800049;-70.6331787;201709120002.05;T2TS 00I;0.0;SI
CJRT-41;-33.3904343;-70.5507278;201709120002.06;B71 00I;33.89;SI
BJFG-57;-33.3885498;-70.6223831;201709120002.06;BTS 00I;0.0;SI
CRXZ-75;-33.3877182;-70.6221542;201709120002.06;BTS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120002.06;T2TS 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120002.06;BTS 00I;0.0;SI
MZ-9907;-33.3874435;-70.6222382;201709120002.06;BTS 00I;0.0;SI
CJRR-74;-33.3880081;-70.6220932;201709120002.07;BTS 00I;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120002.07;BTS 00I;0.0;SI
CJRC-36;-33.375515;-70.6477051;201709120002.07;B02 00R;0.0;SI
CJRJ-47;-33.4083595;-70.5540161;201709120002.07;T4TS 00I;48.89;SI
WA-8084;-33.3794899;-70.6353912;201709120002.07;T2TS 00I;0.0;SI
FLXT-89;-33.3967209;-70.5026932;201709120002.08;B52 00I;9.82;SI
BJFG-15;-33.3885803;-70.6223679;201709120002.08;BTS 00I;0.0;SI
FLXH-51;-33.399498;-70.5071564;201709120002.08;T421 00I;0.0;SI
WA-8081;-33.379982;-70.6332703;201709120002.08;T2TS 00I;0.0;SI
FLXB-23;-33.3768272;-70.656662;201709120002.08;BTS 00I;0.0;SI
FLXS-40;-33.3941841;-70.6242599;201709120002.08;F94 00I;17.96;SI
MY-8859;-33.3885117;-70.6222534;201709120002.08;BTS 00I;0.0;SI
CRBW-31;-33.3878479;-70.6223145;201709120002.08;BTS 00I;0.0;SI
MY-3914;-33.3868904;-70.6010437;201709120002.09;B57 00R;0.0;SI
BDWL-44;-33.3798523;-70.6365128;201709120002.09;T225 00I;0.0;SI
MY-3920;-33.3878212;-70.6217194;201709120002.09;BTS 00I;0.0;SI
CJRV-45;-33.3763618;-70.5607147;201709120002.09;T4TS 00I;77.97;SI
CJRC-97;-33.3792458;-70.75177;201709120002.09;BTS 00I;35.93;SI
BDWL-39;-33.3800774;-70.6351624;201709120002.1;T2TS 00I;0.0;SI
ZN-6326;-33.3796082;-70.6365051;201709120002.1;T2TS 00I;0.0;SI
ZN-5758;-33.4033318;-70.7318573;201709120002.1;T128 00R;0.0;SI
CJRF-41;-33.3754387;-70.6473389;201709120002.11;B02 00I;0.0;SI
BFKB-45;-33.379631;-70.6372452;201709120002.11;T2TS 00I;0.0;SI
CJRJ-81;-33.3763618;-70.5262146;201709120002.12;T405 00R;0.0;SI
CJRX-12;-33.4078712;-70.5634537;201709120002.12;T406 00I;46.86;SI
BJFG-27;-33.3885918;-70.6222687;201709120002.13;BTS 00I;0.0;SI
CJRY-16;-33.3875427;-70.6220856;201709120002.13;BTS 00I;0.0;SI
CJRK-71;-33.3940392;-70.6213608;201709120002.13;BTS 00I;21.85;SI
FLXB-32;-33.375576;-70.6473541;201709120002.13;BTS 00I;0.0;SI
BFKB-51;-33.3883018;-70.6206589;201709120002.14;BTS 00I;0.0;SI
FLXS-61;-33.4052925;-70.6241226;201709120002.14;F94 00I;0.0;SI
BJFF-26;-33.3796234;-70.6341782;201709120002.14;T2TS 00I;0.0;SI
MY-3918;-33.3870468;-70.6009979;201709120002.14;B57 00R;0.0;SI
WB-1022;-33.3796539;-70.6340714;201709120002.15;;0.0;SI
MZ-9900;-33.3883247;-70.6206818;201709120002.15;BTS 00I;0.0;SI
CJRF-38;-33.375351;-70.6473999;201709120002.15;BTS 00I;0.0;SI
MX-4326;-33.3885498;-70.6204147;201709120002.15;B22 00R;0.0;SI
CJRS-27;-33.3879585;-70.6221313;201709120002.15;BTS 00I;0.0;SI
CJRC-67;-33.3755951;-70.6470795;201709120002.16;B01 00I;0.0;SI
CJRR-18;-33.3938141;-70.5459442;201709120002.17;B53 00I;0.0;SI
BDXS-72;-33.3868904;-70.6010742;201709120002.17;BTS 00I;0.0;SI
MY-8862;-33.3875618;-70.6221542;201709120002.17;BTS 00I;0.0;SI
WA-8050;-33.3793907;-70.6349869;201709120002.18;T206 E0 00R;0.0;SI
BJFF-74;-33.3798599;-70.6333084;201709120002.18;T2TS 00I;0.0;SI
CJRR-23;-33.3875961;-70.621994;201709120002.18;BTS 00I;0.0;SI
FZJS-98;-33.3879166;-70.5999756;201709120002.18;BTS 00I;24.82;SI
CJRB-89;-33.394825;-70.7600327;201709120002.19;BTS 00I;0.0;SI
CJRR-87;-33.3874435;-70.6225128;201709120002.19;BTS 00I;0.0;SI
CJRG-97;-33.3761826;-70.6579132;201709120002.19;B16 00I;40.93;SI
CRXZ-73;-33.3876152;-70.6217804;201709120002.2;BTS 00I;0.0;SI
CJRH-33;-33.4085121;-70.5530014;201709120002.2;T423 00R;12.96;SI
WA-8057;-33.3792801;-70.6358566;201709120002.2;T2TS 00I;0.0;SI
FLXR-95;-33.3874664;-70.6221085;201709120002.21;BTS 00I;0.0;SI
FLXS-41;-33.3940582;-70.6245804;201709120002.21;F94 00I;0.0;SI
FZJL-65;-33.3875542;-70.622551;201709120002.21;BTS 00I;0.0;SI
CJRS-10;-33.3882561;-70.6000137;201709120002.21;BTS 00I;33.89;SI
ZN-6599;-33.3800735;-70.6337128;201709120002.22;T2TS 00I;0.0;SI
MY-3919;-33.3913383;-70.6216812;201709120002.22;B57 00R;0.0;SI
BFKB-29;-33.3883057;-70.6221085;201709120002.22;BTS 00I;0.0;SI
CJRC-89;-33.3942566;-70.7593765;201709120002.23;B03 00R;0.0;SI
MX-4324;-33.3883171;-70.6221695;201709120002.23;BTS 00I;0.0;SI
FLXS-58;-33.4052849;-70.6240616;201709120002.23;F52 00I;0.0;SI
ZN-6009;-33.4032784;-70.7319336;201709120002.23;T120 00R;0.0;SI
BJFG-48;-33.3884201;-70.6207733;201709120002.23;BTS 00I;0.0;SI
FLXB-59;-33.3755417;-70.647049;201709120002.24;BTS 00I;0.0;SI
CJRS-54;-33.4046516;-70.5574036;201709120002.24;T406 00R;55.93;SI
CJRY-14;-33.3876877;-70.6218796;201709120002.25;BTS 00I;0.0;SI
BBZV-77;-33.388485;-70.6204605;201709120002.25;BTS 00I;0.0;SI
CJRH-88;-33.3764381;-70.5263138;201709120002.25;T405 00R;23.89;SI
BJFG-46;-33.3886604;-70.6221161;201709120002.25;BTS 00I;0.0;SI
ZB-6717;-33.3801994;-70.6377335;201709120002.25;T101 00I;0.0;SI
FLXR-96;-33.4078178;-70.5453796;201709120002.26;B52 00I;21.85;SI
ZB-6988;-33.4035034;-70.7314148;201709120002.26;T101 C0 00R;0.0;SI
CRBJ-36;-33.3881378;-70.6223831;201709120002.26;BTS 00I;0.0;SI
FLXC-26;-33.3978844;-70.551178;201709120002.27;T426 00R;28.89;SI
CJRY-23;-33.3886871;-70.6220627;201709120002.27;BTS 00I;0.0;SI
WA-8073;-33.3803062;-70.6333618;201709120002.27;T208 00R;0.0;SI
WC-1732;-33.3793144;-70.6356506;201709120002.27;T2TS 00I;0.0;SI
CJJW-60;-33.3873825;-70.6223831;201709120002.28;BTS 00I;0.0;SI
BFKB-46;-33.379158;-70.6370697;201709120002.28;T2TS 00I;0.0;SI
FLXB-52;-33.383873;-70.6573868;201709120002.28;B27 00R;33.89;SI
CJRK-65;-33.3877106;-70.6216812;201709120002.28;BTS 00I;0.0;SI
CJRB-84;-33.3761864;-70.6577072;201709120002.28;B05 00I;61.86;SI
ZU-6001;-33.3802299;-70.6339645;201709120002.28;T208 00R;0.0;SI
CJRK-35;-33.3879585;-70.6216888;201709120002.29;BTS 00I;0.0;SI
ZU-6511;-33.4033813;-70.7317886;201709120002.29;T110 00R;0.0;SI
ZN-3994;-33.4028778;-70.7319717;201709120002.29;T1TS 00I;0.0;SI
CJRJ-50;-33.3941803;-70.5782852;201709120002.29;T405 00R;8.89;SI
CJRY-29;-33.3885307;-70.6205139;201709120002.29;BTS 00I;0.0;SI
FZJL-67;-33.4014702;-70.5215683;201709120002.29;B52 00R;38.89;SI
FZJL-71;-33.4005203;-70.5871201;201709120002.3;BTS 00I;25.93;SI
ZN-5391;-33.3801804;-70.6337967;201709120002.3;T2TS 00I;5.93;SI
CJRC-99;-33.3874855;-70.7616119;201709120002.3;BTS 00I;87.97;SI
MZ-8072;-33.3983574;-70.614624;201709120002.3;BTS 00I;49.82;SI
CRXW-96;-33.3885422;-70.6218643;201709120002.3;BTS 00I;0.0;SI
CJRR-86;-33.3885117;-70.6224747;201709120002.31;BTS 00I;0.0;SI
BDWL-40;-33.3798904;-70.6350174;201709120002.31;T225 00I;0.0;SI
CRCB-14;-33.3875618;-70.6222153;201709120002.32;B14 00R;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120002.32;BTS 00I;0.0;SI
BFKB-44;-33.3798943;-70.6342087;201709120002.32;T2TS 00I;0.0;SI
MZ-9824;-33.3874168;-70.6222534;201709120002.32;BTS 00I;0.0;SI
MZ-9906;-33.4009705;-70.5931702;201709120002.33;B53 00R;23.89;SI
FLXB-68;-33.3836784;-70.6573944;201709120002.33;B27 00R;42.97;SI
CJRT-71;-33.4038315;-70.5868073;201709120002.33;BTS 00I;0.0;SI
BJFG-20;-33.3883324;-70.6200714;201709120002.33;BTS 00I;0.0;SI
FZJL-54;-33.387928;-70.6222229;201709120002.33;BTS 00I;0.0;SI
CJRK-81;-33.3874817;-70.6223221;201709120002.34;BTS 00I;0.0;SI
CJRR-10;-33.3876686;-70.6226349;201709120002.34;BTS 00I;0.0;SI
CJRK-68;-33.3874817;-70.6219711;201709120002.35;BTS 00I;0.0;SI
BFKB-37;-33.3800049;-70.6331787;201709120002.35;T2TS 00I;0.0;SI
ZN-5557;-33.3800697;-70.6345215;201709120002.35;T216 00I;27.97;SI
BJFV-65;-33.3800888;-70.6369324;201709120002.35;T107 00R;0.0;SI
FLXJ-80;-33.398632;-70.5065231;201709120002.35;T421 00R;36.86;SI
MZ-9907;-33.3874435;-70.6222382;201709120002.36;BTS 00I;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120002.36;BTS 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120002.36;BTS 00I;0.0;SI
CJRT-41;-33.3917198;-70.5540237;201709120002.36;B71 00I;37.97;SI
CRXZ-75;-33.3877144;-70.6221695;201709120002.36;BTS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120002.36;T2TS 00I;0.0;SI
BJFG-57;-33.3885498;-70.6223831;201709120002.36;BTS 00I;0.0;SI
ZN-6282;-33.3793678;-70.637146;201709120002.36;T2TS 00I;0.0;SI
WA-8084;-33.3794899;-70.6353912;201709120002.37;T2TS 00I;0.0;SI
CJRC-36;-33.375515;-70.6477051;201709120002.37;B02 00R;0.0;SI
CJRJ-47;-33.4091034;-70.5523224;201709120002.37;T4TS 00I;34.82;SI
CJRR-74;-33.3880081;-70.6220932;201709120002.37;BTS 00I;0.0;SI
FLXT-89;-33.3964233;-70.5039902;201709120002.38;B52 00I;13.89;SI
MY-8859;-33.3885117;-70.6222534;201709120002.38;BTS 00I;0.0;SI
FLXH-51;-33.399498;-70.5071564;201709120002.38;T421 00I;0.0;SI
WA-8081;-33.379982;-70.6332703;201709120002.38;T2TS 00I;0.0;SI
FLXS-40;-33.3938255;-70.6249847;201709120002.38;F94 00I;20.93;SI
CRBW-31;-33.3876686;-70.6221619;201709120002.38;BTS 00I;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120002.38;BTS 00I;0.0;SI
FLXB-23;-33.3756943;-70.65802;201709120002.38;BTS 00I;47.97;SI
MY-3914;-33.3868904;-70.6010437;201709120002.39;B57 00R;0.0;SI
CJRC-97;-33.3815536;-70.7544861;201709120002.39;BTS 00I;44.82;SI
BDWL-44;-33.3798523;-70.6365128;201709120002.39;T225 00I;0.0;SI
MY-3920;-33.3878212;-70.6217194;201709120002.39;BTS 00I;0.0;SI
CJRV-45;-33.3771019;-70.5677185;201709120002.39;T4TS 00I;80.93;SI
ZN-6326;-33.3796082;-70.6365051;201709120002.4;T2TS 00I;0.0;SI
ZN-5758;-33.4033318;-70.7318573;201709120002.4;T128 00R;0.0;SI
BDWL-39;-33.3800774;-70.6351624;201709120002.4;T2TS 00I;0.0;SI
CJRF-41;-33.3754387;-70.6473389;201709120002.41;B02 00I;0.0;SI
BFKB-45;-33.379631;-70.6372452;201709120002.41;T2TS 00I;0.0;SI
CJRX-12;-33.4075279;-70.5620041;201709120002.42;T406 00I;8.89;SI
CJRJ-81;-33.3779297;-70.5281982;201709120002.42;T405 00R;43.89;SI
BJFG-27;-33.3885918;-70.6222687;201709120002.43;BTS 00I;0.0;SI
CJRK-71;-33.3931732;-70.6236725;201709120002.43;BTS 00I;19.82;SI
FLXB-32;-33.3756599;-70.6473999;201709120002.43;BTS 00I;0.0;SI
CJRY-16;-33.3875427;-70.6220856;201709120002.43;BTS 00I;0.0;SI
BFKB-51;-33.3883018;-70.6206589;201709120002.44;BTS 00I;0.0;SI
CJRJ-59;-33.3780403;-70.5282288;201709120002.44;T405 00R;91.86;SI
BJFF-26;-33.3796234;-70.6341782;201709120002.44;T2TS 00I;0.0;SI
MY-3918;-33.3870468;-70.6009979;201709120002.44;B57 00R;0.0;SI
CJRF-38;-33.3755188;-70.6473541;201709120002.45;BTS 00I;0.0;SI
WB-1022;-33.3796539;-70.6340714;201709120002.45;;0.0;SI
MX-4326;-33.3885498;-70.6204147;201709120002.45;B22 00R;0.0;SI
CJRS-27;-33.3879585;-70.6221313;201709120002.45;BTS 00I;0.0;SI
MZ-9900;-33.3883247;-70.6206818;201709120002.45;BTS 00I;0.0;SI
CJRC-67;-33.3755951;-70.6470795;201709120002.46;B01 00I;0.0;SI
CJRR-18;-33.3939934;-70.545784;201709120002.47;B53 00I;0.0;SI
